Dataset_Label,Raw_Value
MODERATE,50
MODERATE,119
MODERATE,566
MODERATE,148
MODERATE,34
MODERATE,315
MODERATE,563
MODERATE,92
MODERATE,8
MODERATE,489
MODERATE,541
MODERATE,55
MODERATE,0
MODERATE,570
MODERATE,298
MODERATE,49
MODERATE,204
MODERATE,562
MODERATE,78
MODERATE,0
MODERATE,570
MODERATE,343
MODERATE,50
MODERATE,124
MODERATE,566
MODERATE,147
MODERATE,40
MODERATE,257
MODERATE,569
MODERATE,188
MODERATE,52
MODERATE,0
MODERATE,570
MODERATE,538
MODERATE,99
MODERATE,44
MODERATE,48
MODERATE,574
MODERATE,538
MODERATE,97
MODERATE,49
MODERATE,15
MODERATE,571
MODERATE,546
MODERATE,120
MODERATE,47
MODERATE,56
MODERATE,574
MODERATE,478
MODERATE,61
MODERATE,10
MODERATE,387
MODERATE,567
MODERATE,168
MODERATE,52
MODERATE,75
MODERATE,573
MODERATE,280
MODERATE,55
MODERATE,0
MODERATE,574
MODERATE,277
MODERATE,56
MODERATE,96
MODERATE,568
MODERATE,135
MODERATE,23
MODERATE,492
MODERATE,528
MODERATE,50
MODERATE,48
MODERATE,568
MODERATE,86
MODERATE,0
MODERATE,573
MODERATE,145
MODERATE,9
MODERATE,573
MODERATE,214
MODERATE,31
MODERATE,540
MODERATE,354
MODERATE,53
MODERATE,383
MODERATE,545
MODERATE,58
MODERATE,10
MODERATE,567
MODERATE,137
MODERATE,24
MODERATE,474
MODERATE,546
MODERATE,67
MODERATE,0
MODERATE,547
MODERATE,535
MODERATE,68
MODERATE,0
MODERATE,458
MODERATE,563
MODERATE,146
MODERATE,56
MODERATE,0
MODERATE,557
MODERATE,561
MODERATE,179
MODERATE,56
MODERATE,0
MODERATE,311
MODERATE,574
MODERATE,533
MODERATE,123
MODERATE,54
MODERATE,0
MODERATE,312
MODERATE,574
MODERATE,543
MODERATE,142
MODERATE,56
MODERATE,0
MODERATE,265
MODERATE,575
MODERATE,548
MODERATE,172
MODERATE,58
MODERATE,17
MODERATE,102
MODERATE,561
MODERATE,563
MODERATE,318
MODERATE,68
MODERATE,52
MODERATE,0
MODERATE,401
MODERATE,574
MODERATE,546
MODERATE,177
MODERATE,57
MODERATE,39
MODERATE,0
MODERATE,457
MODERATE,575
MODERATE,538
MODERATE,163
MODERATE,59
MODERATE,31
MODERATE,0
MODERATE,500
MODERATE,573
MODERATE,535
MODERATE,163
MODERATE,60
MODERATE,38
MODERATE,0
MODERATE,444
MODERATE,573
MODERATE,541
MODERATE,166
MODERATE,58
MODERATE,30
MODERATE,0
MODERATE,493
MODERATE,571
MODERATE,534
MODERATE,170
MODERATE,58
MODERATE,36
MODERATE,0
MODERATE,478
MODERATE,571
MODERATE,535
MODERATE,156
MODERATE,54
MODERATE,39
MODERATE,0
MODERATE,386
MODERATE,572
MODERATE,561
MODERATE,410
MODERATE,130
MODERATE,57
MODERATE,42
MODERATE,0
MODERATE,208
MODERATE,542
MODERATE,571
MODERATE,549
MODERATE,341
MODERATE,117
MODERATE,57
MODERATE,43
MODERATE,0
MODERATE,253
MODERATE,565
MODERATE,567
MODERATE,517
MODERATE,166
MODERATE,62
MODERATE,54
MODERATE,0
MODERATE,197
MODERATE,554
MODERATE,569
MODERATE,517
MODERATE,159
MODERATE,66
MODERATE,47
MODERATE,0
MODERATE,266
MODERATE,569
MODERATE,565
MODERATE,506
MODERATE,168
MODERATE,69
MODERATE,50
MODERATE,0
MODERATE,285
MODERATE,573
MODERATE,560
MODERATE,337
MODERATE,82
MODERATE,57
MODERATE,0
MODERATE,263
MODERATE,574
MODERATE,558
MODERATE,291
MODERATE,73
MODERATE,58
MODERATE,0
MODERATE,188
MODERATE,561
MODERATE,567
MODERATE,477
MODERATE,137
MODERATE,57
MODERATE,36
MODERATE,0
MODERATE,360
MODERATE,573
MODERATE,562
MODERATE,423
MODERATE,132
MODERATE,59
MODERATE,50
MODERATE,0
MODERATE,146
MODERATE,500
MODERATE,573
MODERATE,562
MODERATE,507
MODERATE,200
MODERATE,89
MODERATE,55
MODERATE,49
MODERATE,0
MODERATE,6
MODERATE,316
MODERATE,544
MODERATE,573
MODERATE,565
MODERATE,546
MODERATE,460
MODERATE,233
MODERATE,138
MODERATE,69
MODERATE,55
MODERATE,57
MODERATE,36
MODERATE,0
MODERATE,0
MODERATE,123
MODERATE,333
MODERATE,480
MODERATE,540
MODERATE,559
MODERATE,566
MODERATE,568
MODERATE,561
MODERATE,562
MODERATE,559
MODERATE,563
MODERATE,570
MODERATE,573
MODERATE,572
MODERATE,571
MODERATE,573
MODERATE,569
MODERATE,566
MODERATE,563
MODERATE,556
MODERATE,543
MODERATE,529
MODERATE,424
MODERATE,273
MODERATE,169
MODERATE,111
MODERATE,62
MODERATE,56
MODERATE,56
MODERATE,35
MODERATE,0
MODERATE,0
MODERATE,216
MODERATE,480
MODERATE,571
MODERATE,565
MODERATE,555
MODERATE,529
MODERATE,339
MODERATE,182
MODERATE,111
MODERATE,64
MODERATE,57
MODERATE,56
MODERATE,55
MODERATE,34
MODERATE,6
MODERATE,0
MODERATE,0
MODERATE,110
MODERATE,272
MODERATE,439
MODERATE,555
MODERATE,567
MODERATE,559
MODERATE,523
MODERATE,200
MODERATE,64
MODERATE,54
MODERATE,0
MODERATE,431
MODERATE,561
MODERATE,339
MODERATE,58
MODERATE,4
MODERATE,409
MODERATE,558
MODERATE,165
MODERATE,57
MODERATE,48
MODERATE,566
MODERATE,339
MODERATE,56
MODERATE,0
MODERATE,567
MODERATE,428
MODERATE,57
MODERATE,0
MODERATE,555
MODERATE,530
MODERATE,65
MODERATE,13
MODERATE,432
MODERATE,554
MODERATE,144
MODERATE,56
MODERATE,0
MODERATE,568
MODERATE,533
MODERATE,105
MODERATE,56
MODERATE,0
MODERATE,534
MODERATE,552
MODERATE,224
MODERATE,61
MODERATE,22
MODERATE,147
MODERATE,565
MODERATE,544
MODERATE,202
MODERATE,65
MODERATE,32
MODERATE,50
MODERATE,546
MODERATE,548
MODERATE,269
MODERATE,60
MODERATE,44
MODERATE,0
MODERATE,496
MODERATE,552
MODERATE,438
MODERATE,99
MODERATE,59
MODERATE,0
MODERATE,171
MODERATE,551
MODERATE,556
MODERATE,473
MODERATE,143
MODERATE,58
MODERATE,49
MODERATE,0
MODERATE,237
MODERATE,551
MODERATE,556
MODERATE,517
MODERATE,181
MODERATE,60
MODERATE,56
MODERATE,3
MODERATE,36
MODERATE,440
MODERATE,566
MODERATE,552
MODERATE,456
MODERATE,156
MODERATE,58
MODERATE,55
MODERATE,19
MODERATE,0
MODERATE,399
MODERATE,563
MODERATE,549
MODERATE,417
MODERATE,121
MODERATE,55
MODERATE,40
MODERATE,0
MODERATE,296
MODERATE,565
MODERATE,558
MODERATE,498
MODERATE,163
MODERATE,69
MODERATE,52
MODERATE,0
MODERATE,414
MODERATE,562
MODERATE,519
MODERATE,137
MODERATE,55
MODERATE,19
MODERATE,62
MODERATE,531
MODERATE,556
MODERATE,474
MODERATE,114
MODERATE,55
MODERATE,18
MODERATE,88
MODERATE,537
MODERATE,553
MODERATE,484
MODERATE,136
MODERATE,57
MODERATE,40
MODERATE,0
MODERATE,303
MODERATE,564
MODERATE,553
MODERATE,508
MODERATE,168
MODERATE,57
MODERATE,54
MODERATE,0
MODERATE,130
MODERATE,527
MODERATE,555
MODERATE,525
MODERATE,191
MODERATE,63
MODERATE,54
MODERATE,0
MODERATE,117
MODERATE,514
MODERATE,560
MODERATE,535
